Wert;Name
1561,803755;Mitte
1242,690524;Nordost
1291,574194;Ost
1410,794299;Südost
1518,251649;Süd
1532,000205;Südwest
1237,438774;West
1428,25328;Alt-West
1555,675146;Nordwest
1668,641128;Nord
