"","EVI","Name"
"1",0.242513080352113,"Mitte"
"2",0.276514962410118,"Nordost"
"3",0.277949674161433,"Ost"
"4",0.286587530856044,"Südost"
"5",0.380094967450691,"Süd"
"6",0.282571486945509,"Südwest"
"7",0.282806386055737,"West"
"8",0.314946532661763,"Alt-West"
"9",0.308559463659289,"Nordwest"
"10",0.251414521856888,"Nord"
