"","EVI","Name"
"1",0.384678148057496,"Mitte"
"2",0.411062623012644,"Nordost"
"3",0.404146497748794,"Ost"
"4",0.39430771417307,"Südost"
"5",0.582504778947522,"Süd"
"6",0.373808376425411,"Südwest"
"7",0.390518108427974,"West"
"8",0.455126934358763,"Alt-West"
"9",0.431802212711674,"Nordwest"
"10",0.324513288451063,"Nord"
